Date,LST_Celsius,ZoneID,ZoneName
28/06/2004,26.37,Z01,Colombo North
10/07/2004,25.23,Z01,Colombo North
14/07/2004,26.31,Z01,Colombo North
17/07/2004,31.74,Z01,Colombo North
19/07/2004,30.32,Z01,Colombo North
26/07/2004,30.60,Z01,Colombo North
31/07/2004,29.31,Z01,Colombo North
02/08/2004,30.80,Z01,Colombo North
09/08/2004,26.67,Z01,Colombo North
11/08/2004,30.96,Z01,Colombo North
13/08/2004,29.56,Z01,Colombo North
20/08/2004,32.46,Z01,Colombo North
24/08/2004,34.15,Z01,Colombo North
29/08/2004,28.57,Z01,Colombo North
01/09/2004,28.59,Z01,Colombo North
03/09/2004,32.52,Z01,Colombo North
14/09/2004,32.63,Z01,Colombo North
15/09/2004,26.62,Z01,Colombo North
04/10/2004,28.27,Z01,Colombo North
07/10/2004,31.40,Z01,Colombo North
10/10/2004,26.26,Z01,Colombo North
16/10/2004,30.15,Z01,Colombo North
17/10/2004,30.73,Z01,Colombo North
19/10/2004,28.23,Z01,Colombo North
21/10/2004,31.15,Z01,Colombo North
23/10/2004,31.95,Z01,Colombo North
03/11/2004,34.80,Z01,Colombo North
11/11/2004,28.81,Z01,Colombo North
13/11/2004,31.01,Z01,Colombo North
17/11/2004,29.78,Z01,Colombo North
27/11/2004,30.24,Z01,Colombo North
28/11/2004,31.41,Z01,Colombo North
29/11/2004,28.13,Z01,Colombo North
05/12/2004,26.93,Z01,Colombo North
06/12/2004,24.97,Z01,Colombo North
08/12/2004,31.81,Z01,Colombo North
19/12/2004,31.89,Z01,Colombo North
20/12/2004,29.58,Z01,Colombo North
21/12/2004,31.17,Z01,Colombo North
24/12/2004,31.73,Z01,Colombo North
26/12/2004,32.15,Z01,Colombo North
29/12/2004,21.12,Z01,Colombo North
30/12/2004,29.52,Z01,Colombo North
02/01/2005,32.02,Z01,Colombo North
04/01/2005,30.93,Z01,Colombo North
06/01/2005,32.23,Z01,Colombo North
07/01/2005,25.99,Z01,Colombo North
09/01/2005,31.18,Z01,Colombo North
13/01/2005,33.73,Z01,Colombo North
14/01/2005,29.39,Z01,Colombo North
15/01/2005,31.12,Z01,Colombo North
16/01/2005,30.18,Z01,Colombo North
17/01/2005,31.87,Z01,Colombo North
22/01/2005,32.20,Z01,Colombo North
23/01/2005,29.06,Z01,Colombo North
24/01/2005,30.10,Z01,Colombo North
25/01/2005,32.51,Z01,Colombo North
27/01/2005,27.91,Z01,Colombo North
29/01/2005,31.28,Z01,Colombo North
30/01/2005,30.86,Z01,Colombo North
31/01/2005,29.98,Z01,Colombo North
02/02/2005,31.76,Z01,Colombo North
05/02/2005,32.77,Z01,Colombo North
06/02/2005,32.00,Z01,Colombo North
07/02/2005,33.71,Z01,Colombo North
08/02/2005,31.52,Z01,Colombo North
09/02/2005,32.08,Z01,Colombo North
12/02/2005,34.61,Z01,Colombo North
14/02/2005,34.61,Z01,Colombo North
15/02/2005,30.98,Z01,Colombo North
16/02/2005,30.43,Z01,Colombo North
17/02/2005,32.94,Z01,Colombo North
19/02/2005,34.82,Z01,Colombo North
24/02/2005,31.00,Z01,Colombo North
25/02/2005,32.60,Z01,Colombo North
26/02/2005,32.75,Z01,Colombo North
28/02/2005,33.84,Z01,Colombo North
02/03/2005,35.02,Z01,Colombo North
03/03/2005,29.34,Z01,Colombo North
05/03/2005,33.71,Z01,Colombo North
06/03/2005,31.89,Z01,Colombo North
07/03/2005,33.78,Z01,Colombo North
